sensor_reading_id,machine_id,recorded_at,temperature_celsius,vibration_mm_s,pressure_psi
SENSOR-00007068,MCH-004-01-04,2026-01-08 20:00:00,70.39,2.064,96.8
SENSOR-00007069,MCH-004-01-04,2026-01-09 00:00:00,69.73,2.194,100.29
SENSOR-00007070,MCH-004-01-04,2026-01-09 04:00:00,69.42,2.101,99.36
SENSOR-00007071,MCH-004-01-04,2026-01-09 08:00:00,77.32,1.879,100.77
SENSOR-00007072,MCH-004-01-04,2026-01-09 12:00:00,73.01,2.187,99.11
SENSOR-00007073,MCH-004-01-04,2026-01-09 16:00:00,76.44,1.555,96.72
SENSOR-00007074,MCH-004-01-04,2026-01-09 20:00:00,73.62,1.857,97.18
SENSOR-00007075,MCH-004-01-04,2026-01-10 00:00:00,76.36,2.322,104.31
SENSOR-00007076,MCH-004-01-04,2026-01-10 04:00:00,68.61,2.307,98.72
SENSOR-00007077,MCH-004-01-04,2026-01-10 08:00:00,73.35,2.405,97.62
SENSOR-00007078,MCH-004-01-04,2026-01-10 12:00:00,63.54,2.539,101.46
SENSOR-00007079,MCH-004-01-04,2026-01-10 16:00:00,70.54,2.037,93.71
SENSOR-00007080,MCH-004-01-04,2026-01-10 20:00:00,71.8,1.945,100.16
SENSOR-00007081,MCH-004-01-04,2026-01-11 00:00:00,72.06,2.196,100.85
SENSOR-00007082,MCH-004-01-04,2026-01-11 04:00:00,78.37,1.896,98.88
SENSOR-00007083,MCH-004-01-04,2026-01-11 08:00:00,77.74,2.039,102.79
SENSOR-00007084,MCH-004-01-04,2026-01-11 12:00:00,71.51,2.02,102.96
SENSOR-00007085,MCH-004-01-04,2026-01-11 16:00:00,73.04,1.694,100.52
SENSOR-00007086,MCH-004-01-04,2026-01-11 20:00:00,66.99,2.395,105.26
SENSOR-00007087,MCH-004-01-04,2026-01-12 00:00:00,74.96,1.954,96.68
SENSOR-00007088,MCH-004-01-04,2026-01-12 04:00:00,62.11,2.098,99.38
SENSOR-00007089,MCH-004-01-04,2026-01-12 08:00:00,73.04,2.081,101.42
SENSOR-00007090,MCH-004-01-04,2026-01-12 12:00:00,74.21,1.712,102.61
SENSOR-00007091,MCH-004-01-04,2026-01-12 16:00:00,69.34,2.207,103.07
SENSOR-00007092,MCH-004-01-04,2026-01-12 20:00:00,75.08,2.11,100.54
SENSOR-00007093,MCH-004-01-04,2026-01-13 00:00:00,70.74,2.345,101.72
SENSOR-00007094,MCH-004-01-04,2026-01-13 04:00:00,70.68,1.994,99.86
SENSOR-00007095,MCH-004-01-04,2026-01-13 08:00:00,70.85,2.707,95.63
SENSOR-00007096,MCH-004-01-04,2026-01-13 12:00:00,67.26,1.809,100.81
SENSOR-00007097,MCH-004-01-04,2026-01-13 16:00:00,71.89,1.934,102.69
SENSOR-00007098,MCH-004-01-04,2026-01-13 20:00:00,72.45,2.312,103.61
SENSOR-00007099,MCH-004-01-04,2026-01-14 00:00:00,65.81,2.265,95.7
SENSOR-00007100,MCH-004-01-04,2026-01-14 04:00:00,70.9,2.529,107.08
SENSOR-00007101,MCH-004-01-04,2026-01-14 08:00:00,64.49,1.901,98.43
SENSOR-00007102,MCH-004-01-04,2026-01-14 12:00:00,79.99,2.06,103.22
SENSOR-00007103,MCH-004-01-04,2026-01-14 16:00:00,72.17,1.778,94.42
SENSOR-00007104,MCH-004-01-04,2026-01-14 20:00:00,68.52,2.657,100.77
SENSOR-00007105,MCH-004-01-04,2026-01-15 00:00:00,74.45,2.021,103.01
SENSOR-00007106,MCH-004-01-04,2026-01-15 04:00:00,68.61,2.234,94.09
SENSOR-00007107,MCH-004-01-04,2026-01-15 08:00:00,67.98,2.656,101.83
SENSOR-00007108,MCH-004-01-04,2026-01-15 12:00:00,73.41,1.871,96.72
SENSOR-00007109,MCH-004-01-04,2026-01-15 16:00:00,69.91,2.061,105.74
SENSOR-00007110,MCH-004-01-04,2026-01-15 20:00:00,75.04,2.105,100.2
SENSOR-00007111,MCH-004-01-04,2026-01-16 00:00:00,68.88,2.177,99.21
SENSOR-00007112,MCH-004-01-04,2026-01-16 04:00:00,70.83,1.929,99.77
SENSOR-00007113,MCH-004-01-04,2026-01-16 08:00:00,73.28,2.008,99.0
SENSOR-00007114,MCH-004-01-04,2026-01-16 12:00:00,73.4,2.246,96.59
SENSOR-00007115,MCH-004-01-04,2026-01-16 16:00:00,70.85,1.946,100.04
SENSOR-00007116,MCH-004-01-04,2026-01-16 20:00:00,76.7,2.167,106.49
SENSOR-00007117,MCH-004-01-04,2026-01-17 00:00:00,71.6,1.698,101.3
SENSOR-00007118,MCH-004-01-04,2026-01-17 04:00:00,69.37,1.623,102.83
SENSOR-00007119,MCH-004-01-04,2026-01-17 08:00:00,60.9,2.07,102.07
SENSOR-00007120,MCH-004-01-04,2026-01-17 12:00:00,76.47,1.675,98.45
SENSOR-00007121,MCH-004-01-04,2026-01-17 16:00:00,75.3,2.365,103.84
SENSOR-00007122,MCH-004-01-04,2026-01-17 20:00:00,81.21,1.95,101.12
SENSOR-00007123,MCH-004-01-04,2026-01-18 00:00:00,69.24,1.833,103.45
SENSOR-00007124,MCH-004-01-04,2026-01-18 04:00:00,72.05,1.924,94.26
SENSOR-00007125,MCH-004-01-04,2026-01-18 08:00:00,81.01,2.572,104.33
SENSOR-00007126,MCH-004-01-04,2026-01-18 12:00:00,68.16,1.952,101.2
SENSOR-00007127,MCH-004-01-04,2026-01-18 16:00:00,67.39,1.83,104.38
SENSOR-00007128,MCH-004-01-04,2026-01-18 20:00:00,70.75,1.797,102.86
SENSOR-00007129,MCH-004-01-04,2026-01-19 00:00:00,69.11,2.389,102.94
SENSOR-00007130,MCH-004-01-04,2026-01-19 04:00:00,70.11,2.15,98.57
SENSOR-00007131,MCH-004-01-04,2026-01-19 08:00:00,66.32,2.627,98.37
SENSOR-00007132,MCH-004-01-04,2026-01-19 12:00:00,72.15,1.699,102.21
SENSOR-00007133,MCH-004-01-04,2026-01-19 16:00:00,66.14,2.497,105.39
SENSOR-00007134,MCH-004-01-04,2026-01-19 20:00:00,73.23,2.106,99.44
SENSOR-00007135,MCH-004-01-04,2026-01-20 00:00:00,72.42,2.184,94.79
SENSOR-00007136,MCH-004-01-04,2026-01-20 04:00:00,69.04,1.534,97.97
SENSOR-00007137,MCH-004-01-04,2026-01-20 08:00:00,68.44,2.152,97.64
SENSOR-00007138,MCH-004-01-04,2026-01-20 12:00:00,68.76,2.403,106.19
SENSOR-00007139,MCH-004-01-04,2026-01-20 16:00:00,67.28,2.332,101.16
SENSOR-00007140,MCH-004-01-04,2026-01-20 20:00:00,64.01,1.88,90.92
SENSOR-00007141,MCH-004-01-04,2026-01-21 00:00:00,81.91,2.246,103.55
SENSOR-00007142,MCH-004-01-04,2026-01-21 04:00:00,75.24,1.938,100.87
SENSOR-00007143,MCH-004-01-04,2026-01-21 08:00:00,67.14,2.4,96.74
SENSOR-00007144,MCH-004-01-04,2026-01-21 12:00:00,73.77,2.36,98.53
SENSOR-00007145,MCH-004-01-04,2026-01-21 16:00:00,68.08,2.035,97.32
SENSOR-00007146,MCH-004-01-04,2026-01-21 20:00:00,71.59,1.848,97.47
SENSOR-00007147,MCH-004-01-04,2026-01-22 00:00:00,71.94,2.947,98.95
SENSOR-00007148,MCH-004-01-04,2026-01-22 04:00:00,76.07,2.1,103.52
SENSOR-00007149,MCH-004-01-04,2026-01-22 08:00:00,63.24,2.564,101.02
SENSOR-00007150,MCH-004-01-04,2026-01-22 12:00:00,69.9,2.303,100.43
SENSOR-00007151,MCH-004-01-04,2026-01-22 16:00:00,66.38,1.472,105.48
SENSOR-00007152,MCH-004-01-04,2026-01-22 20:00:00,70.08,1.924,98.39
SENSOR-00007153,MCH-004-01-04,2026-01-23 00:00:00,72.75,2.57,99.03
SENSOR-00007154,MCH-004-01-04,2026-01-23 04:00:00,69.65,2.034,97.17
SENSOR-00007155,MCH-004-01-04,2026-01-23 08:00:00,64.08,2.111,101.58
SENSOR-00007156,MCH-004-01-04,2026-01-23 12:00:00,70.98,2.062,97.3
SENSOR-00007157,MCH-004-01-04,2026-01-23 16:00:00,71.98,2.12,101.42
SENSOR-00007158,MCH-004-01-04,2026-01-23 20:00:00,72.26,2.176,103.96
SENSOR-00007159,MCH-004-01-04,2026-01-24 00:00:00,61.07,2.449,101.28
SENSOR-00007160,MCH-004-01-04,2026-01-24 04:00:00,63.35,2.587,101.54
SENSOR-00007161,MCH-004-01-04,2026-01-24 08:00:00,61.53,1.972,101.6
SENSOR-00007162,MCH-004-01-04,2026-01-24 12:00:00,77.82,1.975,92.06
SENSOR-00007163,MCH-004-01-04,2026-01-24 16:00:00,76.8,2.202,93.3
SENSOR-00007164,MCH-004-01-04,2026-01-24 20:00:00,72.34,2.19,99.03
SENSOR-00007165,MCH-004-01-04,2026-01-25 00:00:00,69.35,2.432,104.03
SENSOR-00007166,MCH-004-01-04,2026-01-25 04:00:00,69.5,2.057,102.32
SENSOR-00007167,MCH-004-01-04,2026-01-25 08:00:00,76.1,1.874,96.86
SENSOR-00007168,MCH-004-01-04,2026-01-25 12:00:00,72.06,1.797,94.17
SENSOR-00007169,MCH-004-01-04,2026-01-25 16:00:00,67.69,2.182,104.66
SENSOR-00007170,MCH-004-01-04,2026-01-25 20:00:00,68.13,2.046,100.47
SENSOR-00007171,MCH-004-01-04,2026-01-26 00:00:00,68.23,2.275,99.78
SENSOR-00007172,MCH-004-01-04,2026-01-26 04:00:00,77.64,2.059,102.9
SENSOR-00007173,MCH-004-01-04,2026-01-26 08:00:00,74.15,2.074,96.05
SENSOR-00007174,MCH-004-01-04,2026-01-26 12:00:00,70.55,1.944,98.29
SENSOR-00007175,MCH-004-01-04,2026-01-26 16:00:00,71.59,1.715,97.38
SENSOR-00007176,MCH-004-01-04,2026-01-26 20:00:00,66.92,2.014,97.7
SENSOR-00007177,MCH-004-01-04,2026-01-27 00:00:00,68.14,2.138,99.73
SENSOR-00007178,MCH-004-01-04,2026-01-27 04:00:00,73.17,2.053,99.32
SENSOR-00007179,MCH-004-01-04,2026-01-27 08:00:00,75.56,1.523,96.02
SENSOR-00007180,MCH-004-01-04,2026-01-27 12:00:00,67.67,1.654,98.56
SENSOR-00007181,MCH-004-01-04,2026-01-27 16:00:00,68.66,2.321,99.74
SENSOR-00007182,MCH-004-01-04,2026-01-27 20:00:00,70.12,1.982,96.84
SENSOR-00007183,MCH-004-01-04,2026-01-28 00:00:00,70.68,1.991,103.52
SENSOR-00007184,MCH-004-01-04,2026-01-28 04:00:00,68.47,2.06,105.08
SENSOR-00007185,MCH-004-01-04,2026-01-28 08:00:00,65.62,1.963,103.08
SENSOR-00007186,MCH-004-01-04,2026-01-28 12:00:00,73.08,2.301,96.03
SENSOR-00007187,MCH-004-01-04,2026-01-28 16:00:00,72.25,2.006,106.82
SENSOR-00007188,MCH-004-01-04,2026-01-28 20:00:00,74.21,2.072,100.86
SENSOR-00007189,MCH-004-01-04,2026-01-29 00:00:00,71.14,2.324,94.86
SENSOR-00007190,MCH-004-01-04,2026-01-29 04:00:00,70.29,1.717,99.16
SENSOR-00007191,MCH-004-01-04,2026-01-29 08:00:00,65.2,2.118,98.72
SENSOR-00007192,MCH-004-01-04,2026-01-29 12:00:00,73.96,2.385,100.03
SENSOR-00007193,MCH-004-01-04,2026-01-29 16:00:00,74.54,2.423,97.23
SENSOR-00007194,MCH-004-01-04,2026-01-29 20:00:00,76.71,2.068,97.06
SENSOR-00007195,MCH-004-01-04,2026-01-30 00:00:00,67.76,1.657,102.9
SENSOR-00007196,MCH-004-01-04,2026-01-30 04:00:00,72.61,1.976,97.62
SENSOR-00007197,MCH-004-01-04,2026-01-30 08:00:00,75.48,2.033,99.5
SENSOR-00007198,MCH-004-01-04,2026-01-30 12:00:00,68.56,1.976,101.65
SENSOR-00007199,MCH-004-01-04,2026-01-30 16:00:00,65.3,2.098,102.87
SENSOR-00007200,MCH-004-01-04,2026-01-30 20:00:00,70.63,2.341,104.02
SENSOR-00007201,MCH-004-02-01,2026-01-01 00:00:00,89.2,2.977,105.11
SENSOR-00007202,MCH-004-02-01,2026-01-01 04:00:00,83.41,3.207,94.5
SENSOR-00007203,MCH-004-02-01,2026-01-01 08:00:00,89.39,3.527,96.44
SENSOR-00007204,MCH-004-02-01,2026-01-01 12:00:00,89.63,2.86,101.9
SENSOR-00007205,MCH-004-02-01,2026-01-01 16:00:00,83.78,3.528,100.75
SENSOR-00007206,MCH-004-02-01,2026-01-01 20:00:00,88.65,3.504,99.13
SENSOR-00007207,MCH-004-02-01,2026-01-02 00:00:00,86.61,2.695,103.32
SENSOR-00007208,MCH-004-02-01,2026-01-02 04:00:00,75.91,3.448,100.3
SENSOR-00007209,MCH-004-02-01,2026-01-02 08:00:00,88.27,3.234,103.13
SENSOR-00007210,MCH-004-02-01,2026-01-02 12:00:00,84.99,3.264,101.21
SENSOR-00007211,MCH-004-02-01,2026-01-02 16:00:00,92.44,3.344,96.05
SENSOR-00007212,MCH-004-02-01,2026-01-02 20:00:00,82.67,3.344,103.78
SENSOR-00007213,MCH-004-02-01,2026-01-03 00:00:00,83.66,3.54,101.4
SENSOR-00007214,MCH-004-02-01,2026-01-03 04:00:00,81.37,3.062,104.23
SENSOR-00007215,MCH-004-02-01,2026-01-03 08:00:00,83.98,3.334,102.42
SENSOR-00007216,MCH-004-02-01,2026-01-03 12:00:00,71.25,3.51,97.44
SENSOR-00007217,MCH-004-02-01,2026-01-03 16:00:00,83.48,3.579,104.34
SENSOR-00007218,MCH-004-02-01,2026-01-03 20:00:00,86.9,3.376,102.93
SENSOR-00007219,MCH-004-02-01,2026-01-04 00:00:00,86.67,2.802,100.26
SENSOR-00007220,MCH-004-02-01,2026-01-04 04:00:00,85.52,3.223,102.55
SENSOR-00007221,MCH-004-02-01,2026-01-04 08:00:00,87.8,3.75,98.45
SENSOR-00007222,MCH-004-02-01,2026-01-04 12:00:00,86.04,3.248,100.5
SENSOR-00007223,MCH-004-02-01,2026-01-04 16:00:00,79.87,2.898,100.02
SENSOR-00007224,MCH-004-02-01,2026-01-04 20:00:00,78.62,3.111,98.06
SENSOR-00007225,MCH-004-02-01,2026-01-05 00:00:00,81.36,3.102,94.67
SENSOR-00007226,MCH-004-02-01,2026-01-05 04:00:00,86.45,2.419,102.66
SENSOR-00007227,MCH-004-02-01,2026-01-05 08:00:00,87.39,3.595,106.55
SENSOR-00007228,MCH-004-02-01,2026-01-05 12:00:00,88.67,3.037,106.52
SENSOR-00007229,MCH-004-02-01,2026-01-05 16:00:00,80.15,2.718,105.56
SENSOR-00007230,MCH-004-02-01,2026-01-05 20:00:00,87.33,2.725,95.93
SENSOR-00007231,MCH-004-02-01,2026-01-06 00:00:00,82.68,2.637,91.72
SENSOR-00007232,MCH-004-02-01,2026-01-06 04:00:00,84.63,3.415,100.05
SENSOR-00007233,MCH-004-02-01,2026-01-06 08:00:00,88.17,3.422,104.16
SENSOR-00007234,MCH-004-02-01,2026-01-06 12:00:00,85.67,3.263,99.89
SENSOR-00007235,MCH-004-02-01,2026-01-06 16:00:00,83.89,2.801,103.52
SENSOR-00007236,MCH-004-02-01,2026-01-06 20:00:00,83.39,3.084,98.38
SENSOR-00007237,MCH-004-02-01,2026-01-07 00:00:00,85.72,3.41,102.66
SENSOR-00007238,MCH-004-02-01,2026-01-07 04:00:00,81.14,3.064,103.1
SENSOR-00007239,MCH-004-02-01,2026-01-07 08:00:00,92.27,3.21,98.12
SENSOR-00007240,MCH-004-02-01,2026-01-07 12:00:00,91.66,3.038,100.99
SENSOR-00007241,MCH-004-02-01,2026-01-07 16:00:00,83.22,3.261,97.16
SENSOR-00007242,MCH-004-02-01,2026-01-07 20:00:00,83.43,3.037,101.99
SENSOR-00007243,MCH-004-02-01,2026-01-08 00:00:00,81.67,3.421,105.58
SENSOR-00007244,MCH-004-02-01,2026-01-08 04:00:00,74.48,3.03,100.79
SENSOR-00007245,MCH-004-02-01,2026-01-08 08:00:00,84.91,3.429,100.24
SENSOR-00007246,MCH-004-02-01,2026-01-08 12:00:00,82.81,2.939,96.43
SENSOR-00007247,MCH-004-02-01,2026-01-08 16:00:00,81.96,3.053,101.15
SENSOR-00007248,MCH-004-02-01,2026-01-08 20:00:00,84.3,3.031,96.97
SENSOR-00007249,MCH-004-02-01,2026-01-09 00:00:00,85.65,3.576,99.49
SENSOR-00007250,MCH-004-02-01,2026-01-09 04:00:00,86.53,3.225,100.15
SENSOR-00007251,MCH-004-02-01,2026-01-09 08:00:00,86.76,3.206,101.4
SENSOR-00007252,MCH-004-02-01,2026-01-09 12:00:00,82.25,3.035,97.98
SENSOR-00007253,MCH-004-02-01,2026-01-09 16:00:00,83.47,3.447,98.61
SENSOR-00007254,MCH-004-02-01,2026-01-09 20:00:00,87.54,3.261,98.68
SENSOR-00007255,MCH-004-02-01,2026-01-10 00:00:00,83.36,3.92,102.02
SENSOR-00007256,MCH-004-02-01,2026-01-10 04:00:00,89.32,2.993,101.09
SENSOR-00007257,MCH-004-02-01,2026-01-10 08:00:00,77.89,3.112,101.52
SENSOR-00007258,MCH-004-02-01,2026-01-10 12:00:00,79.26,3.292,101.43
SENSOR-00007259,MCH-004-02-01,2026-01-10 16:00:00,82.52,2.985,97.85
SENSOR-00007260,MCH-004-02-01,2026-01-10 20:00:00,83.54,3.115,101.53
SENSOR-00007261,MCH-004-02-01,2026-01-11 00:00:00,86.34,3.211,98.28
SENSOR-00007262,MCH-004-02-01,2026-01-11 04:00:00,85.38,3.043,97.75
SENSOR-00007263,MCH-004-02-01,2026-01-11 08:00:00,84.91,3.05,97.8
SENSOR-00007264,MCH-004-02-01,2026-01-11 12:00:00,89.11,3.096,105.53
SENSOR-00007265,MCH-004-02-01,2026-01-11 16:00:00,87.43,2.989,103.48
SENSOR-00007266,MCH-004-02-01,2026-01-11 20:00:00,82.06,3.687,100.68
SENSOR-00007267,MCH-004-02-01,2026-01-12 00:00:00,83.18,3.08,105.59
SENSOR-00007268,MCH-004-02-01,2026-01-12 04:00:00,88.68,3.479,99.25
SENSOR-00007269,MCH-004-02-01,2026-01-12 08:00:00,87.15,3.282,99.48
SENSOR-00007270,MCH-004-02-01,2026-01-12 12:00:00,85.36,3.472,104.8
SENSOR-00007271,MCH-004-02-01,2026-01-12 16:00:00,83.92,2.866,104.93
SENSOR-00007272,MCH-004-02-01,2026-01-12 20:00:00,91.55,3.294,105.38
SENSOR-00007273,MCH-004-02-01,2026-01-13 00:00:00,88.36,3.057,97.85
SENSOR-00007274,MCH-004-02-01,2026-01-13 04:00:00,83.0,3.424,99.79
SENSOR-00007275,MCH-004-02-01,2026-01-13 08:00:00,86.05,3.582,108.53
SENSOR-00007276,MCH-004-02-01,2026-01-13 12:00:00,87.49,3.329,96.45
SENSOR-00007277,MCH-004-02-01,2026-01-13 16:00:00,86.4,3.21,102.68
SENSOR-00007278,MCH-004-02-01,2026-01-13 20:00:00,83.36,3.244,101.82
SENSOR-00007279,MCH-004-02-01,2026-01-14 00:00:00,87.08,3.251,101.07
SENSOR-00007280,MCH-004-02-01,2026-01-14 04:00:00,84.55,2.655,96.21
SENSOR-00007281,MCH-004-02-01,2026-01-14 08:00:00,87.4,2.964,99.68
SENSOR-00007282,MCH-004-02-01,2026-01-14 12:00:00,80.02,3.014,99.99
SENSOR-00007283,MCH-004-02-01,2026-01-14 16:00:00,88.62,3.475,97.8
SENSOR-00007284,MCH-004-02-01,2026-01-14 20:00:00,86.15,2.838,100.17
SENSOR-00007285,MCH-004-02-01,2026-01-15 00:00:00,79.75,3.443,104.54
SENSOR-00007286,MCH-004-02-01,2026-01-15 04:00:00,80.6,3.211,95.28
SENSOR-00007287,MCH-004-02-01,2026-01-15 08:00:00,81.02,3.259,98.44
SENSOR-00007288,MCH-004-02-01,2026-01-15 12:00:00,77.26,3.624,99.85
SENSOR-00007289,MCH-004-02-01,2026-01-15 16:00:00,80.51,3.226,99.76
SENSOR-00007290,MCH-004-02-01,2026-01-15 20:00:00,86.61,3.109,100.94
SENSOR-00007291,MCH-004-02-01,2026-01-16 00:00:00,82.96,2.879,101.38
SENSOR-00007292,MCH-004-02-01,2026-01-16 04:00:00,89.18,3.15,102.85
SENSOR-00007293,MCH-004-02-01,2026-01-16 08:00:00,82.96,3.057,101.23
SENSOR-00007294,MCH-004-02-01,2026-01-16 12:00:00,86.64,3.166,102.03
SENSOR-00007295,MCH-004-02-01,2026-01-16 16:00:00,79.78,3.118,102.89
SENSOR-00007296,MCH-004-02-01,2026-01-16 20:00:00,88.78,3.403,103.06
SENSOR-00007297,MCH-004-02-01,2026-01-17 00:00:00,82.75,2.72,98.42
SENSOR-00007298,MCH-004-02-01,2026-01-17 04:00:00,85.12,3.17,99.01
SENSOR-00007299,MCH-004-02-01,2026-01-17 08:00:00,82.17,3.051,98.33
SENSOR-00007300,MCH-004-02-01,2026-01-17 12:00:00,87.75,3.194,109.5
SENSOR-00007301,MCH-004-02-01,2026-01-17 16:00:00,83.6,3.304,99.07
SENSOR-00007302,MCH-004-02-01,2026-01-17 20:00:00,83.59,3.585,102.99
SENSOR-00007303,MCH-004-02-01,2026-01-18 00:00:00,87.85,3.412,99.57
SENSOR-00007304,MCH-004-02-01,2026-01-18 04:00:00,90.97,3.277,102.54
SENSOR-00007305,MCH-004-02-01,2026-01-18 08:00:00,81.98,3.575,99.99
SENSOR-00007306,MCH-004-02-01,2026-01-18 12:00:00,91.23,3.534,100.77
SENSOR-00007307,MCH-004-02-01,2026-01-18 16:00:00,86.55,3.149,97.54
SENSOR-00007308,MCH-004-02-01,2026-01-18 20:00:00,87.31,3.33,95.14
SENSOR-00007309,MCH-004-02-01,2026-01-19 00:00:00,82.43,3.327,97.18
SENSOR-00007310,MCH-004-02-01,2026-01-19 04:00:00,84.15,2.911,104.33
SENSOR-00007311,MCH-004-02-01,2026-01-19 08:00:00,82.15,2.807,95.12
SENSOR-00007312,MCH-004-02-01,2026-01-19 12:00:00,84.59,3.08,101.95
SENSOR-00007313,MCH-004-02-01,2026-01-19 16:00:00,83.99,3.486,98.84
SENSOR-00007314,MCH-004-02-01,2026-01-19 20:00:00,89.03,2.956,95.49
SENSOR-00007315,MCH-004-02-01,2026-01-20 00:00:00,87.21,2.893,98.27
SENSOR-00007316,MCH-004-02-01,2026-01-20 04:00:00,77.36,3.358,94.93
SENSOR-00007317,MCH-004-02-01,2026-01-20 08:00:00,80.13,2.912,99.61
SENSOR-00007318,MCH-004-02-01,2026-01-20 12:00:00,84.29,3.397,99.69
SENSOR-00007319,MCH-004-02-01,2026-01-20 16:00:00,88.79,3.289,97.16
SENSOR-00007320,MCH-004-02-01,2026-01-20 20:00:00,82.26,3.572,103.68
SENSOR-00007321,MCH-004-02-01,2026-01-21 00:00:00,78.09,2.836,105.45
SENSOR-00007322,MCH-004-02-01,2026-01-21 04:00:00,87.39,3.141,100.23
SENSOR-00007323,MCH-004-02-01,2026-01-21 08:00:00,79.49,3.087,95.63
SENSOR-00007324,MCH-004-02-01,2026-01-21 12:00:00,83.75,3.364,101.36
SENSOR-00007325,MCH-004-02-01,2026-01-21 16:00:00,91.28,3.268,92.56
SENSOR-00007326,MCH-004-02-01,2026-01-21 20:00:00,92.73,2.984,100.49
SENSOR-00007327,MCH-004-02-01,2026-01-22 00:00:00,92.29,2.926,102.61
SENSOR-00007328,MCH-004-02-01,2026-01-22 04:00:00,82.71,3.295,101.27
SENSOR-00007329,MCH-004-02-01,2026-01-22 08:00:00,75.58,2.836,104.76
SENSOR-00007330,MCH-004-02-01,2026-01-22 12:00:00,83.92,3.695,103.93
SENSOR-00007331,MCH-004-02-01,2026-01-22 16:00:00,84.05,3.117,104.95
SENSOR-00007332,MCH-004-02-01,2026-01-22 20:00:00,93.34,3.123,104.61
SENSOR-00007333,MCH-004-02-01,2026-01-23 00:00:00,82.32,3.711,96.01
SENSOR-00007334,MCH-004-02-01,2026-01-23 04:00:00,85.87,3.046,97.75
SENSOR-00007335,MCH-004-02-01,2026-01-23 08:00:00,79.07,3.209,97.38
SENSOR-00007336,MCH-004-02-01,2026-01-23 12:00:00,87.29,3.182,99.06
SENSOR-00007337,MCH-004-02-01,2026-01-23 16:00:00,81.45,3.552,102.21
SENSOR-00007338,MCH-004-02-01,2026-01-23 20:00:00,82.2,2.854,94.34
SENSOR-00007339,MCH-004-02-01,2026-01-24 00:00:00,81.02,3.301,101.68
SENSOR-00007340,MCH-004-02-01,2026-01-24 04:00:00,83.3,3.122,99.35
SENSOR-00007341,MCH-004-02-01,2026-01-24 08:00:00,88.09,2.851,96.68
SENSOR-00007342,MCH-004-02-01,2026-01-24 12:00:00,80.58,3.157,100.95
SENSOR-00007343,MCH-004-02-01,2026-01-24 16:00:00,80.65,3.421,104.39
SENSOR-00007344,MCH-004-02-01,2026-01-24 20:00:00,86.58,3.475,97.25
SENSOR-00007345,MCH-004-02-01,2026-01-25 00:00:00,82.6,3.236,101.67
SENSOR-00007346,MCH-004-02-01,2026-01-25 04:00:00,92.91,3.084,100.61
SENSOR-00007347,MCH-004-02-01,2026-01-25 08:00:00,87.29,2.84,93.48
SENSOR-00007348,MCH-004-02-01,2026-01-25 12:00:00,80.94,3.436,105.15
SENSOR-00007349,MCH-004-02-01,2026-01-25 16:00:00,81.24,2.89,104.6
SENSOR-00007350,MCH-004-02-01,2026-01-25 20:00:00,82.67,3.101,104.38
SENSOR-00007351,MCH-004-02-01,2026-01-26 00:00:00,91.04,3.193,97.94
SENSOR-00007352,MCH-004-02-01,2026-01-26 04:00:00,83.83,3.53,103.97
SENSOR-00007353,MCH-004-02-01,2026-01-26 08:00:00,85.7,3.062,103.25
SENSOR-00007354,MCH-004-02-01,2026-01-26 12:00:00,91.42,2.831,99.3
SENSOR-00007355,MCH-004-02-01,2026-01-26 16:00:00,89.55,3.213,98.53
SENSOR-00007356,MCH-004-02-01,2026-01-26 20:00:00,85.67,3.287,96.62
SENSOR-00007357,MCH-004-02-01,2026-01-27 00:00:00,85.68,3.101,97.88
SENSOR-00007358,MCH-004-02-01,2026-01-27 04:00:00,90.41,3.161,97.99
SENSOR-00007359,MCH-004-02-01,2026-01-27 08:00:00,81.87,3.279,102.48
SENSOR-00007360,MCH-004-02-01,2026-01-27 12:00:00,90.01,3.152,99.32
SENSOR-00007361,MCH-004-02-01,2026-01-27 16:00:00,85.45,3.236,97.68
SENSOR-00007362,MCH-004-02-01,2026-01-27 20:00:00,90.78,3.2,101.6
SENSOR-00007363,MCH-004-02-01,2026-01-28 00:00:00,76.06,3.07,99.76
SENSOR-00007364,MCH-004-02-01,2026-01-28 04:00:00,83.66,3.132,101.87
SENSOR-00007365,MCH-004-02-01,2026-01-28 08:00:00,80.93,3.262,99.67
SENSOR-00007366,MCH-004-02-01,2026-01-28 12:00:00,81.4,3.613,102.24
SENSOR-00007367,MCH-004-02-01,2026-01-28 16:00:00,81.78,3.323,95.83
SENSOR-00007368,MCH-004-02-01,2026-01-28 20:00:00,82.27,3.526,101.05
SENSOR-00007369,MCH-004-02-01,2026-01-29 00:00:00,87.12,3.113,94.65
SENSOR-00007370,MCH-004-02-01,2026-01-29 04:00:00,77.23,3.177,98.57
SENSOR-00007371,MCH-004-02-01,2026-01-29 08:00:00,81.29,2.925,100.4
SENSOR-00007372,MCH-004-02-01,2026-01-29 12:00:00,90.14,3.228,103.95
SENSOR-00007373,MCH-004-02-01,2026-01-29 16:00:00,83.43,3.305,104.06
SENSOR-00007374,MCH-004-02-01,2026-01-29 20:00:00,84.3,3.201,98.88
SENSOR-00007375,MCH-004-02-01,2026-01-30 00:00:00,91.22,3.02,95.27
SENSOR-00007376,MCH-004-02-01,2026-01-30 04:00:00,80.36,3.036,103.25
SENSOR-00007377,MCH-004-02-01,2026-01-30 08:00:00,79.74,2.903,101.24
